sep=|
DIPUTACIONES
06/09/2022 22:30 (UTC-5)
CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230077C0100"|230077C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0077"|1|C|0|1|2|30|10|6|16|2|18|42|11|2|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|148|474|COTEJADO EN PLENO
="230078B0100"|230078B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0078"|1|B|0|1|2|37|10|2|33|2|22|85|10|4|5|-|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|13|225|544|COTEJADO EN PLENO
="230078C0100"|230078C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0078"|1|C|0|1|2|34|15|2|12|4|29|94|14|2|5|-|0|1|0|0|0|2|0|1|0|2|0|0|0|0|0|0|8|225|544|COTEJADO EN PLENO
="230079B0100"|230079B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0079"|1|B|0|1|2|12|10|4|29|4|13|72|6|2|2|-|1|0|0|0|1|1|0|0|0|1|1|0|0|0|0|0|9|168|496|COTEJADO EN PLENO
="230079C0100"|230079C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0079"|1|C|0|1|2|21|5|5|35|3|17|60|19|4|2|-|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|1|4|179|495|COTEJADO EN PLENO
="230080B0100"|230080B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0080"|1|B|0|1|2|26|7|3|60|8|30|107|11|6|6|-|0|0|0|0|0|0|0|0|0|0|2|1|1|0|0|0|11|279|745|COTEJADO EN PLENO
="230081B0100"|230081B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0081"|1|B|0|1|2|10|4|2|29|3|18|54|8|7|2|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|7|145|409|COTEJADO EN PLENO
="230081C0100"|230081C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0081"|1|C|0|1|2|15|5|3|32|8|22|52|3|5|1|-|0|1|0|0|4|0|0|0|0|0|1|0|0|0|0|0|10|162|409|COTEJADO EN PLENO
="230082B0100"|230082B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0082"|1|B|0|1|2|29|25|4|61|9|20|103|9|2|3|-|0|0|0|0|1|0|0|0|0|1|3|0|2|0|1|1|19|293|685|RECONTADO EN PLENO
="230083B0100"|230083B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0083"|1|B|0|1|2|14|6|3|33|2|13|51|8|2|2|-|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|5|140|473|COTEJADO EN PLENO
="230083C0100"|230083C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0083"|1|C|0|1|2|16|3|4|23|6|19|60|5|4|2|-|0|2|0|0|0|0|0|0|0|0|3|0|0|0|0|0|4|151|473|COTEJADO EN PLENO
="230084B0100"|230084B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0084"|1|B|0|1|2|13|4|0|47|2|7|47|3|2|0|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|13|140|491|RECONTADO EN PLENO
="230084C0100"|230084C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0084"|1|C|0|1|2|10|1|1|19|1|23|36|1|1|1|-|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|96|490|COTEJADO EN PLENO
="230098B0100"|230098B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0098"|1|B|0|1|2|28|5|7|47|8|23|95|16|5|3|-|0|0|0|0|1|1|0|0|0|1|2|0|3|0|0|0|21|266|724|COTEJADO EN PLENO
="230099B0100"|230099B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0099"|1|B|0|1|2|19|4|0|67|8|16|75|8|6|3|-|1|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|7|217|586|COTEJADO EN PLENO
="230100B0100"|230100B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0100"|1|B|0|1|2|25|6|1|31|2|12|43|5|2|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|129|416|COTEJADO EN PLENO
="230100C0100"|230100C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0100"|1|C|0|1|2|23|10|3|26|4|19|43|5|0|6|-|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|6|147|416|COTEJADO EN PLENO
="230105B0100"|230105B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0105"|1|B|0|1|2|48|14|1|35|6|25|80|16|4|5|-|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|16|254|549|COTEJADO EN PLENO
="230105C0100"|230105C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0105"|1|C|0|1|2|47|16|0|34|6|29|76|19|2|2|-|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|9|242|549|COTEJADO EN PLENO
="230106B0100"|230106B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0106"|1|B|0|1|2|25|12|2|17|4|22|53|11|3|4|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|170|423|COTEJADO EN PLENO
="230106C0100"|230106C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0106"|1|C|0|1|2|40|6|2|9|4|20|69|3|2|4|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|9|171|423|COTEJADO EN PLENO
="230107B0100"|230107B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0107"|1|B|0|1|2|23|6|5|57|9|20|108|5|3|2|-|0|1|0|0|1|2|0|1|0|0|0|0|0|0|1|0|15|259|582|COTEJADO EN PLENO
="230107C0100"|230107C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0107"|1|C|0|1|2|28|4|0|58|4|14|94|8|3|6|-|0|1|0|0|0|0|0|0|0|0|2|0|0|0|0|0|13|235|582|COTEJADO EN PLENO
="230108B0100"|230108B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0108"|1|B|0|1|2|22|3|5|16|6|25|64|12|3|3|-|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|6|168|482|COTEJADO EN PLENO
="230108C0100"|230108C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0108"|1|C|0|1|2|18|2|4|31|9|20|69|8|1|3|-|1|0|0|0|0|0|0|0|0|0|2|0|1|0|0|0|13|182|481|COTEJADO EN PLENO
="230109B0100"|230109B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0109"|1|B|0|1|2|20|5|6|37|6|26|67|12|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|10|193|568|COTEJADO EN PLENO
="230109C0100"|230109C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0109"|1|C|0|1|2|25|8|2|25|8|27|70|18|5|5|-|1|2|0|0|0|2|0|0|0|2|0|0|0|0|0|0|8|208|567|RECONTADO EN PLENO
="230110B0100"|230110B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0110"|1|B|0|1|2|14|6|2|16|2|17|53|9|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|131|428|RECONTADO EN PLENO
="230110C0100"|230110C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0110"|1|C|0|1|2|17|9|2|15|1|21|46|14|5|0|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|137|427|COTEJADO EN PLENO
="230111B0100"|230111B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0111"|1|B|0|1|2|21|5|2|86|2|9|61|7|0|2|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|202|502|COTEJADO EN PLENO
="230112B0100"|230112B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0112"|1|B|0|1|2|15|10|0|57|5|15|59|4|1|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|177|501|COTEJADO EN PLENO
="230113B0100"|230113B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0113"|1|B|0|1|2|15|5|0|13|12|8|26|4|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|87|394|COTEJADO EN PLENO
="230113C0100"|230113C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0113"|1|C|0|1|2|4|3|2|23|3|9|22|7|1|0|-|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|2|79|394|COTEJADO EN PLENO
="230118B0100"|230118B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0118"|1|B|0|1|2|17|11|4|47|4|14|56|9|3|4|-|1|1|0|0|0|1|0|0|0|0|1|0|1|0|0|0|9|183|501|COTEJADO EN PLENO
="230120B0100"|230120B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0120"|1|B|0|1|2|31|15|4|10|5|25|45|9|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|147|384|COTEJADO EN PLENO
="230120C0100"|230120C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0120"|1|C|0|1|2|20|9|4|15|5|15|43|9|0|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|130|384|COTEJADO EN PLENO
="230121B0100"|230121B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0121"|1|B|0|1|2|26|12|3|25|4|28|51|28|5|5|-|0|0|0|0|2|0|0|0|0|0|2|0|0|0|0|0|20|211|631|COTEJADO EN PLENO
="230122B0100"|230122B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0122"|1|B|0|1|2|73|14|2|28|5|40|81|16|4|4|-|1|1|0|0|1|0|0|0|0|0|1|0|2|0|0|3|15|291|708|COTEJADO EN PLENO
="230123B0100"|230123B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0123"|1|B|0|1|2|80|23|5|19|11|34|90|16|2|2|-|0|3|0|0|0|0|0|0|0|0|1|0|2|0|0|3|17|308|718|COTEJADO EN PLENO
="230124B0100"|230124B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0124"|1|B|0|1|2|32|6|0|20|2|29|50|17|2|3|-|0|1|0|0|0|0|0|0|0|0|2|0|0|0|0|0|15|179|439|COTEJADO EN PLENO
="230124C0100"|230124C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0124"|1|C|0|1|2|37|6|4|18|2|18|52|2|2|7|-|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|8|157|439|COTEJADO EN PLENO
="230125B0100"|230125B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0125"|1|B|0|1|2|46|13|3|27|7|14|64|4|1|5|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|10|195|449|COTEJADO EN PLENO
="230125C0100"|230125C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0125"|1|C|0|1|2|45|10|4|40|5|16|42|4|1|1|-|0|1|0|0|2|0|0|0|0|0|2|0|0|0|0|1|12|186|449|RECONTADO EN PLENO
="230126B0100"|230126B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|1|B|0|1|2|94|18|2|23|7|25|64|9|1|4|-|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|12|261|713|RECONTADO EN PLENO
="230126C0100"|230126C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|1|C|0|1|2|75|17|0|20|4|35|70|21|2|2|-|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|11|259|713|COTEJADO EN PLENO
="230126C0200"|230126C020002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|2|C|0|1|2|69|20|3|12|10|22|72|6|4|9|-|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3|10|242|713|COTEJADO EN PLENO
="230126C0300"|230126C030002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|3|C|0|1|2|81|15|2|16|6|19|55|13|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|216|713|COTEJADO EN PLENO
="230126C0400"|230126C040002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|4|C|0|1|2|85|18|5|18|3|32|57|10|2|2|-|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|247|713|RECONTADO EN PLENO
="230126C0500"|230126C050002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|5|C|0|1|2|83|14|3|15|7|30|81|8|4|2|-|1|0|1|0|0|0|0|0|0|1|1|0|0|0|0|5|5|261|712|COTEJADO EN PLENO
="230126C0600"|230126C060002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|6|C|0|1|2|74|15|5|17|4|25|50|5|2|2|-|1|1|0|0|1|1|0|0|0|0|0|0|1|0|1|0|9|214|712|RECONTADO EN PLENO
="230126C0700"|230126C070002|23|QUINTANA ROO|="05"|DISTRITO 5|="0126"|7|C|0|1|2|97|17|3|18|4|25|69|8|1|1|-|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|254|712|COTEJADO EN PLENO
="230128B0100"|230128B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0128"|1|B|0|1|2|60|10|5|21|4|22|73|10|1|2|-|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|5|214|583|COTEJADO EN PLENO
="230128C0100"|230128C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0128"|1|C|0|1|2|64|17|1|20|4|20|54|16|1|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|210|583|COTEJADO EN PLENO
="230128C0200"|230128C020002|23|QUINTANA ROO|="05"|DISTRITO 5|="0128"|2|C|0|1|2|68|14|6|28|4|29|42|12|10|7|-|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|2|2|227|583|RECONTADO EN PLENO
="230129B0100"|230129B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0129"|1|B|0|1|2|72|10|2|5|2|22|24|8|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|8|158|429|COTEJADO EN PLENO
="230130B0100"|230130B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0130"|1|B|0|1|2|61|23|2|17|4|24|56|13|4|3|-|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|11|220|585|COTEJADO EN PLENO
="230131B0100"|230131B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0131"|1|B|0|1|2|16|10|3|18|5|16|59|11|4|6|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|157|392|COTEJADO EN PLENO
="230131C0100"|230131C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0131"|1|C|0|1|2|15|20|0|29|3|19|62|8|1|7|-|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|11|179|392|COTEJADO EN PLENO
="230132B0100"|230132B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0132"|1|B|0|1|2|60|20|6|40|2|29|85|11|2|4|-|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|17|278|721|COTEJADO EN PLENO
="230133B0100"|230133B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0133"|1|B|0|1|2|46|16|2|16|7|17|57|6|0|0|-|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|6|176|463|COTEJADO EN PLENO
="230133C0100"|230133C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0133"|1|C|0|1|2|36|9|2|16|9|25|42|8|1|1|-|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|6|157|463|COTEJADO EN PLENO
="230134B0100"|230134B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0134"|1|B|0|1|2|22|5|0|23|1|10|40|9|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|7|121|423|COTEJADO EN PLENO
="230134C0100"|230134C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0134"|1|C|0|1|2|20|16|2|27|3|10|36|5|3|4|-|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|4|134|422|COTEJADO EN PLENO
="230135B0100"|230135B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0135"|1|B|0|1|2|21|5|0|22|4|7|32|6|1|1|-|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|4|105|401|COTEJADO EN PLENO
="230135C0100"|230135C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0135"|1|C|0|1|2|24|4|1|12|2|10|24|15|2|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|101|401|COTEJADO EN PLENO
="230138B0100"|230138B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0138"|1|B|0|1|2|79|20|7|12|6|19|83|12|8|2|-|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|2|9|262|613|COTEJADO EN PLENO
="230139B0100"|230139B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0139"|1|B|0|1|2|28|7|5|15|5|11|54|9|1|1|-|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|6|143|389|RECONTADO EN PLENO
="230139C0100"|230139C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0139"|1|C|0|1|2|35|14|6|16|8|12|39|6|1|3|-|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|10|153|389|COTEJADO EN PLENO
="230140B0100"|230140B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0140"|1|B|0|1|2|50|19|1|19|2|26|58|22|2|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|16|219|597|COTEJADO EN PLENO
="230141B0100"|230141B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0141"|1|B|0|1|2|46|17|3|18|6|26|55|13|4|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|194|633|COTEJADO EN PLENO
="230142B0100"|230142B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0142"|1|B|0|1|2|69|20|4|21|0|28|74|11|1|5|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|247|637|COTEJADO EN PLENO
="230143B0100"|230143B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0143"|1|B|0|1|2|56|12|3|29|3|23|56|22|0|2|-|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|7|6|222|694|COTEJADO EN PLENO
="230559B0100"|230559B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0559"|1|B|0|1|2|20|6|5|53|7|27|78|8|0|5|-|0|0|1|0|0|0|0|1|0|2|1|0|1|0|1|0|7|223|534|COTEJADO EN PLENO
="230559C0100"|230559C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0559"|1|C|0|1|2|11|4|5|58|10|19|89|6|1|3|-|0|0|0|0|0|0|0|0|0|0|2|0|1|0|0|0|9|218|534|COTEJADO EN PLENO
="230560B0100"|230560B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0560"|1|B|0|1|2|22|7|4|97|10|21|87|15|1|2|-|0|0|1|0|0|2|0|0|0|0|2|0|1|0|2|0|17|291|675|RECONTADO EN PLENO
="230561B0100"|230561B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0561"|1|B|0|1|2|16|2|5|48|5|19|50|5|1|5|-|1|0|0|0|1|1|0|0|0|0|0|0|1|0|0|1|11|172|402|COTEJADO EN PLENO
="230561C0100"|230561C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0561"|1|C|0|1|2|11|5|3|48|3|18|61|7|1|4|-|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|13|177|401|COTEJADO EN PLENO
="230562B0100"|230562B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0562"|1|B|0|1|2|22|3|6|37|2|15|64|9|1|3|-|0|1|0|0|0|0|0|0|0|0|1|0|1|0|1|1|10|177|400|COTEJADO EN PLENO
="230562C0100"|230562C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0562"|1|C|0|1|2|9|2|3|42|3|21|52|3|2|2|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|8|148|399|COTEJADO EN PLENO
="230563B0100"|230563B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0563"|1|B|0|1|2|11|9|1|45|4|14|37|4|2|4|-|2|1|0|0|0|0|0|0|0|0|3|0|0|0|0|0|14|151|438|COTEJADO EN PLENO
="230563C0100"|230563C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0563"|1|C|0|1|2|19|13|5|48|6|15|58|4|0|5|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|178|437|COTEJADO EN PLENO
="230564B0100"|230564B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0564"|1|B|0|1|2|11|3|3|43|4|19|62|14|5|2|-|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|12|181|480|COTEJADO EN PLENO
="230564C0100"|230564C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0564"|1|C|0|1|2|22|10|0|44|4|26|56|7|2|1|-|0|2|1|0|0|0|0|0|0|0|2|0|2|0|0|0|15|194|479|COTEJADO EN PLENO
="230565B0100"|230565B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0565"|1|B|0|1|2|9|6|2|44|6|17|56|7|3|9|-|0|0|0|0|0|2|0|0|0|0|0|0|1|0|1|0|9|172|400|COTEJADO EN PLENO
="230565C0100"|230565C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0565"|1|C|0|1|2|20|4|3|26|3|20|64|4|3|1|-|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|6|157|400|COTEJADO EN PLENO
="230566B0100"|230566B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0566"|1|B|0|1|2|18|2|4|51|0|24|51|18|2|1|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|11|184|390|COTEJADO EN PLENO
="230566C0100"|230566C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0566"|1|C|0|1|2|22|4|1|36|1|11|47|8|3|0|-|0|1|0|0|0|0|0|0|0|0|3|0|0|0|0|0|6|143|390|COTEJADO EN PLENO
="230567B0100"|230567B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0567"|1|B|0|1|2|38|14|3|98|9|38|86|13|4|2|-|1|0|0|0|0|2|0|0|0|0|0|0|2|2|0|0|11|323|734|RECONTADO EN PLENO
="230568B0100"|230568B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0568"|1|B|0|1|2|23|5|3|30|11|22|51|8|0|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|157|454|COTEJADO EN PLENO
="230568C0100"|230568C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0568"|1|C|0|1|2|33|3|1|25|4|28|53|8|4|3|-|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|6|170|454|COTEJADO EN PLENO
="230569B0100"|230569B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0569"|1|B|0|1|2|13|7|1|65|1|24|57|10|1|2|-|0|0|0|0|0|0|0|0|0|1|0|2|0|0|0|0|10|194|414|COTEJADO EN PLENO
="230569C0100"|230569C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0569"|1|C|0|1|2|17|2|1|44|4|22|58|4|0|1|-|0|0|0|0|2|0|0|0|0|0|3|0|0|0|0|1|10|169|413|COTEJADO EN PLENO
="230570B0100"|230570B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0570"|1|B|0|1|2|9|4|1|69|6|13|71|8|2|3|-|0|0|0|0|0|1|0|0|0|0|2|0|0|0|2|0|15|206|450|COTEJADO EN PLENO
="230570C0100"|230570C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0570"|1|C|0|1|2|8|3|3|61|4|19|79|4|1|3|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|6|193|449|COTEJADO EN PLENO
="230571B0100"|230571B010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0571"|1|B|0|1|2|18|5|4|59|4|26|65|17|1|5|-|0|0|0|0|1|0|1|0|0|0|1|0|1|0|0|0|10|218|603|COTEJADO EN PLENO
="230571C0100"|230571C010002|23|QUINTANA ROO|="05"|DISTRITO 5|="0571"|1|C|0|1|2|15|6|6|79|5|21|70|11|2|2|-|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|1|9|230|602|COTEJADO EN PLENO
="230015B0100"|230015B010002|23|QUINTANA ROO|="06"|DISTRITO 6|="0015"|1|B|0|1|2|18|8|8|37|4|36|100|12|6|12|-|0|0|0|0|2|2|0|0|0|0|1|0|2|0|1|3|12|264|617|COTEJADO EN PLENO
="230015C0100"|230015C010002|23|QUINTANA ROO|="06"|DISTRITO 6|="0015"|1|C|0|1|2|11|5|3|53|3|28|96|6|4|6|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|229|616|COTEJADO EN PLENO
="230015C0200"|230015C020002|23|QUINTANA ROO|="06"|DISTRITO 6|="0015"|2|C|0|1|2|17|6|8|34|7|25|78|8|5|3|-|0|1|0|0|1|0|0|0|0|0|3|0|1|0|0|0|15|212|616|COTEJADO EN PLENO
="230015C0300"|230015C030002|23|QUINTANA ROO|="06"|DISTRITO 6|="0015"|3|C|0|1|2|22|11|11|46|9|28|94|8|4|7|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|265|616|COTEJADO EN PLENO
="230015C0400"|230015C040002|23|QUINTANA ROO|="06"|DISTRITO 6|="0015"|4|C|0|1|2|21|19|4|42|6|27|103|19|3|7|-|0|1|0|0|0|2|0|0|0|2|3|0|0|0|0|0|16|275|616|COTEJADO EN PLENO
="230016B0100"|230016B010002|23|QUINTANA ROO|="06"|DISTRITO 6|="0016"|1|B|0|1|2|20|3|4|57|7|32|97|7|3|0|-|1|0|0|0|0|1|0|0|0|0|2|0|0|0|0|0|12|246|699|COTEJADO EN PLENO
="230016C0100"|230016C010002|23|QUINTANA ROO|="06"|DISTRITO 6|="0016"|1|C|0|1|2|24|10|8|51|4|28|98|13|0|10|-|1|1|0|0|0|1|0|0|0|1|1|1|0|0|0|0|10|262|699|COTEJADO EN PLENO
="230016C0200"|230016C020002|23|QUINTANA ROO|="06"|DISTRITO 6|="0016"|2|C|0|1|2|8|6|3|75|8|6|9|10|2|6|-|1|1|0|0|0|0|0|0|0|1|4|0|0|0|1|3|11|155|699|COTEJADO EN PLENO
="230016C0300"|230016C030002|23|QUINTANA ROO|="06"|DISTRITO 6|="0016"|3|C|0|1|2|22|7|2|47|3|29|96|14|1|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|18|243|699|COTEJADO EN PLENO
="230016C0400"|230016C040002|23|QUINTANA ROO|="06"|DISTRITO 6|="0016"|4|C|0|1|2|23|7|1|35|11|28|87|7|6|5|-|1|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|7|221|699|COTEJADO EN PLENO
